Longitude,Latitude,Day_of_Week,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Speed_limit,Year,Cluster,Day_of_year,Hour
-0.404123,51.520513,6,26,5,0,30,2012,399,48,7
-0.448045,51.530185,5,26,3,4020,40,2012,398,54,20
-0.406672,51.51767,5,26,3,4020,30,2012,400,54,15
-0.404123,51.520513,4,26,5,0,30,2012,399,74,20
-0.432306,51.480518,4,26,3,4,40,2012,401,81,21
-0.41708,51.520959,2,26,3,4020,40,2012,402,135,9
-0.40153,51.516342,3,26,3,312,40,2012,403,164,16
-0.417083,51.520869,3,26,3,4020,40,2012,402,164,14
-0.423961,51.501178,1,26,3,312,30,2012,397,176,1
-0.423961,51.501178,2,26,3,312,30,2012,397,170,7
-0.39939,51.548595,4,26,3,40,30,2012,308,151,11
-0.399816,51.548781,3,26,3,4180,30,2012,308,171,8
-0.416939,51.520867,5,26,3,4020,40,2012,402,173,11
-0.399393,51.548505,3,26,3,4180,30,2012,308,206,8
-0.403979,51.520511,2,26,5,0,30,2012,399,191,16
-0.398836,51.547958,4,26,3,40,30,2012,404,207,17
-0.398836,51.547958,7,26,3,40,30,2012,404,203,17
-0.432162,51.480516,7,26,3,4,30,2012,401,189,22
-0.391545,51.525647,1,26,3,312,30,2012,405,197,12
-0.40696,51.517674,4,26,5,0,30,2012,400,221,22
-0.398836,51.547958,4,26,3,40,30,2012,404,256,17
-0.398691,51.547956,7,26,3,40,30,2012,404,266,14
-0.399829,51.548421,5,26,3,40,30,2012,308,271,7
-0.391401,51.525645,5,26,5,0,30,2012,405,271,8
-0.432303,51.480607,6,26,3,4,30,2012,401,265,16
-0.398262,51.54786,3,26,3,40,30,2012,404,269,8
-0.398836,51.547958,5,26,3,40,30,2012,404,250,18
-0.401536,51.516162,7,26,3,312,30,2012,403,287,13
-0.401236,51.516517,4,26,3,312,30,2012,403,284,18
-0.401088,51.516605,2,26,3,312,50,2012,403,282,17
-0.399393,51.548505,2,26,3,4180,30,2012,308,275,17
-0.448045,51.530185,6,26,3,4020,30,2012,398,279,16
-0.399534,51.548597,3,26,3,4180,30,2012,308,290,8
-0.432159,51.480606,1,26,3,4,30,2012,401,295,23
-0.391401,51.525645,3,26,5,0,30,2012,405,290,13
-0.40138,51.516519,1,26,3,312,30,2012,403,295,11
-0.424105,51.50118,4,26,3,437,30,2012,397,291,9
-0.391401,51.525645,1,26,5,0,30,2012,405,302,16
-0.42622,51.498331,6,26,3,437,30,2012,406,286,11
-0.401671,51.516433,2,26,3,4020,30,2012,403,303,9
-0.432162,51.480516,3,26,3,4,40,2012,401,304,18
-0.401236,51.516517,7,26,3,312,30,2012,403,294,17
-0.406813,51.517762,2,26,3,4020,30,2012,400,324,12
-0.426076,51.498329,7,26,3,437,30,2012,406,329,19
-0.399534,51.548597,4,26,3,4180,30,2012,308,319,18
-0.406666,51.51785,6,26,5,0,30,2012,400,342,13
-0.424099,51.50136,7,26,3,437,30,2012,397,364,20
-0.390825,51.525637,2,26,3,312,50,2012,405,331,16
-0.424102,51.50127,7,26,3,437,30,2012,397,357,0
-0.398547,51.547954,4,26,3,40,40,2012,404,347,8
-0.404123,51.520513,1,26,5,0,30,2012,399,92,20
-0.40138,51.516519,4,26,3,312,30,2012,403,235,16
-0.109729,51.61218,3,32,3,105,40,2012,287,17,23
-0.109732,51.615597,2,32,3,105,30,2012,407,2,17
-0.086734,51.612886,4,32,3,10,40,2012,292,32,10
-0.064764,51.613245,5,32,3,1010,30,2012,303,33,22
-0.109739,51.615417,3,32,3,105,30,2012,407,38,15
-0.064581,51.614142,2,32,3,1010,30,2012,298,44,12
-0.109728,51.615687,7,32,3,105,30,2012,407,49,14
-0.109722,51.612359,4,32,3,105,30,2012,287,11,19
-0.135773,51.611067,3,32,3,109,30,2012,408,59,17
-0.086734,51.612886,6,32,3,10,30,2012,292,62,14
-0.064764,51.613245,6,32,3,1010,30,2012,303,83,8
-0.086461,51.615939,6,32,3,10,30,2012,472,76,7
-0.086286,51.616656,6,32,3,10,30,2012,409,69,9
-0.086461,51.615939,7,32,3,406,40,2012,472,84,19
-0.078226,51.629653,5,32,3,10,40,2012,297,82,23
-0.127531,51.614803,6,32,3,406,30,2012,294,90,20
-0.086734,51.612886,2,32,3,10,30,2012,292,114,8
-0.060325,51.649592,4,32,3,10,30,2012,413,130,0
-0.109577,51.612357,5,32,3,105,30,2012,287,145,16
-0.064083,51.615662,2,32,3,1010,30,2012,410,149,15
-0.109577,51.612357,3,32,3,105,30,2012,287,108,23
-0.086886,51.612709,1,32,3,10,50,2012,292,148,16
-0.109587,51.615595,7,32,3,105,30,2012,407,147,17
-0.110295,51.612459,6,32,3,406,30,2012,287,167,17
-0.064406,51.614858,5,32,3,1010,30,2012,298,173,13
-0.049145,51.606962,7,32,3,1055,30,2012,411,168,17
-0.058724,51.659997,1,32,5,0,30,2012,412,190,15
-0.060336,51.649323,2,32,3,10,30,2012,413,191,23
-0.086461,51.615939,7,32,3,10,30,2012,472,210,1
-0.109722,51.612359,7,32,3,406,30,2012,287,189,21
-0.060188,51.64941,3,32,3,10,30,2012,413,234,23
-0.086313,51.616027,5,32,3,406,30,2012,472,215,12
-0.08629,51.616566,1,32,3,10,30,2012,409,225,23
-0.08629,51.616566,7,32,3,10,30,2012,409,252,15
-0.109729,51.61218,2,32,3,406,30,2012,287,261,19
-0.12782,51.614808,4,32,3,406,30,2012,294,263,8
-0.086294,51.616476,6,32,3,10,30,2012,409,272,16
-0.06457,51.614411,7,32,3,1010,30,2012,298,273,19
-0.109728,51.615687,3,32,3,105,30,2012,407,276,12
-0.064771,51.613066,6,32,3,1010,30,2012,303,286,8
-0.058727,51.659907,4,32,3,10,30,2012,412,263,6
-0.078366,51.629745,5,32,3,10,30,2012,297,278,8
-0.078226,51.629653,6,32,3,10,30,2012,297,279,19
-0.078222,51.629743,5,32,4,154,30,2012,297,285,8
-0.086294,51.616476,2,32,3,10,30,2012,409,289,6
-0.058727,51.659907,4,32,3,10,30,2012,412,291,19
-0.135918,51.61107,6,32,3,406,30,2012,408,293,13
-0.109589,51.612087,7,32,3,406,30,2012,287,182,19
-0.086294,51.616476,5,32,3,10,30,2012,409,313,10
-0.127816,51.614898,3,32,4,1452,30,2012,294,297,8
-0.109732,51.615597,5,32,3,105,30,2012,407,327,13
-0.109729,51.61218,2,32,3,406,30,2012,287,331,16
-0.109585,51.612177,5,32,3,105,30,2012,287,313,10
-0.086597,51.612704,1,32,3,10,30,2012,292,330,20
-0.109729,51.61218,5,32,3,406,30,2012,287,320,15
-0.065056,51.61316,4,32,6,0,30,2012,303,340,14
-0.064235,51.615485,5,32,3,1010,30,2012,410,355,19
-0.135918,51.61107,5,32,3,406,30,2012,408,348,4
-0.136058,51.611162,5,32,3,109,30,2012,408,362,14
-0.109577,51.612357,2,32,3,406,50,2012,287,366,22
-0.078214,51.629923,7,32,3,10,40,2012,297,287,10
-0.109383,51.596167,1,31,3,105,30,2012,316,22,11
-0.0611,51.607699,4,31,5,0,30,2012,414,25,16
-0.082726,51.577749,5,31,3,503,30,2012,415,19,16
-0.0611,51.607699,5,31,5,0,30,2012,414,19,21
-0.111517,51.600428,7,31,5,0,30,2012,416,14,16
-0.099853,51.582344,7,31,3,105,30,2012,417,7,17
-0.0611,51.607699,6,31,5,0,30,2012,414,6,10
-0.099705,51.582432,4,31,3,105,30,2012,417,4,11
-0.134278,51.587663,6,31,3,504,30,2012,311,6,22
-0.111521,51.600338,6,31,3,105,30,2012,416,20,13
-0.0611,51.607699,6,31,5,0,30,2012,414,27,16
-0.109054,51.597151,6,31,3,109,30,2012,305,27,15
-0.073434,51.582453,3,31,3,503,30,2012,418,38,22
-0.111513,51.600518,3,31,3,105,30,2012,416,38,14
-0.133856,51.587386,7,31,3,504,30,2012,311,42,23
-0.049293,51.606874,3,32,3,1055,30,2012,411,38,9
-0.110068,51.597077,3,31,3,105,30,2012,305,38,13
-0.098544,51.575669,3,31,3,105,30,2012,323,31,8
-0.099565,51.58234,2,31,4,152,30,2012,417,30,1
-0.069629,51.593901,1,31,3,10,30,2012,419,43,20
-0.080927,51.579339,3,31,3,503,30,2012,88,38,11
-0.107616,51.593531,3,31,3,105,30,2012,315,45,15
-0.109346,51.597066,3,31,3,109,30,2012,305,52,13
-0.096303,51.570596,5,4,3,503,30,2012,101,54,12
-0.098552,51.575489,7,31,3,105,30,2012,323,49,9
-0.111513,51.600518,5,31,3,105,30,2012,416,47,19
-0.049297,51.606784,5,32,3,1055,30,2012,411,54,19
-0.098559,51.575309,2,31,3,105,30,2012,323,58,2
-0.061904,51.588828,7,31,3,1055,30,2012,427,49,11
-0.111144,51.598983,3,31,3,105,30,2012,420,52,18
-0.070054,51.594088,7,31,6,0,30,2012,419,70,10
-0.111288,51.598986,3,31,3,109,30,2012,420,73,8
-0.070579,51.588521,7,31,3,10,30,2012,310,63,19
-0.105516,51.564181,7,3,3,503,30,2012,86,70,18
-0.069838,51.592376,7,31,3,10,30,2012,463,49,12
-0.068244,51.606109,4,31,3,1010,30,2012,314,46,15
-0.071931,51.583867,7,31,3,503,30,2012,313,84,14
-0.103282,51.590134,5,31,3,105,30,2012,317,82,14
-0.109232,51.596345,5,31,3,105,30,2012,316,75,12
-0.103707,51.59032,2,31,3,504,30,2012,317,86,12
-0.10891,51.597149,5,31,3,109,30,2012,305,103,0
-0.109198,51.597153,2,31,3,109,30,2012,305,100,21
-0.072949,51.57687,7,31,3,10,30,2012,320,91,22
-0.103559,51.590408,4,31,3,504,30,2012,317,88,14
-0.08287,51.577752,3,31,3,503,30,2012,415,108,8
-0.068136,51.598463,4,31,3,109,30,2012,421,109,11
-0.083022,51.577574,6,31,3,503,30,2012,415,104,17
-0.092123,51.598046,2,31,3,1080,30,2012,312,65,21
-0.07343,51.582543,5,31,3,503,30,2012,418,110,17
-0.111661,51.60043,2,31,3,105,30,2012,416,114,21
-0.069625,51.593991,3,31,3,10,30,2012,419,115,14
-0.111373,51.600426,6,31,5,0,30,2012,416,90,19
-0.103278,51.590223,7,31,3,105,30,2012,317,28,1
-0.099842,51.582614,1,31,3,105,30,2012,417,120,17
-0.14753,51.577711,4,31,3,1,30,2012,307,116,15
-0.109372,51.596437,7,31,3,105,30,2012,316,119,18
-0.092271,51.597959,2,31,3,109,30,2012,312,128,21
-0.049293,51.606874,3,32,3,1055,30,2012,411,122,19
-0.124397,51.60675,1,31,3,109,30,2012,422,134,0
-0.107476,51.593439,7,31,3,105,30,2012,315,112,12
-0.098556,51.575399,5,31,3,105,30,2012,323,131,12
-0.092142,51.597597,4,31,4,155,30,2012,312,130,9
-0.072819,51.579925,1,31,3,10,30,2012,423,113,16
-0.124397,51.60675,4,31,3,109,30,2012,422,116,12
-0.135773,51.611067,2,32,3,109,30,2012,408,142,21
-0.103282,51.590134,4,31,3,105,30,2012,317,137,0
-0.069625,51.593991,7,31,3,10,30,2012,419,133,16
-0.098493,51.587268,7,31,3,504,30,2012,424,112,13
-0.069644,51.593542,5,31,3,10,30,2012,419,152,18
-0.069625,51.593991,2,31,3,10,30,2012,419,142,22
-0.068267,51.605569,1,31,3,1010,30,2012,425,120,7
-0.111144,51.598983,2,31,3,105,30,2012,420,149,23
-0.068104,51.606016,7,31,3,1010,30,2012,314,154,21
-0.092278,51.597779,3,31,3,109,30,2012,312,150,12
-0.14739,51.577619,4,31,3,1,30,2012,307,158,23
-0.068136,51.598463,1,31,3,1010,30,2012,421,162,15
-0.10905,51.597241,1,31,6,0,30,2012,305,162,9
-0.069625,51.593991,6,31,3,10,30,2012,419,146,15
-0.110881,51.59835,3,31,3,105,30,2012,322,143,16
-0.104809,51.591597,4,31,3,105,30,2012,426,172,13
-0.104668,51.591505,7,31,3,105,30,2012,426,168,16
-0.111661,51.60043,6,31,3,105,30,2012,416,174,1
-0.109243,51.596075,1,31,3,105,30,2012,316,183,13
-0.0987,51.575401,7,31,4,150,30,2012,323,182,1
-0.092138,51.597687,4,31,4,155,30,2012,312,151,18
-0.073081,51.577142,1,31,3,10,30,2012,320,183,3
-0.061904,51.588828,3,31,3,1055,30,2012,427,178,22
-0.092126,51.597956,4,31,3,109,30,2012,312,186,16
-0.092271,51.597959,6,31,3,109,30,2012,312,188,19
-0.10891,51.597149,3,31,3,109,30,2012,305,171,12
-0.080927,51.579339,6,31,3,503,30,2012,88,188,18
-0.109239,51.596165,6,31,3,105,30,2012,316,195,18
-0.09587,51.570589,2,4,3,503,30,2012,101,184,12
-0.072071,51.58396,5,31,3,10,30,2012,313,201,17
-0.069621,51.594081,3,31,3,1010,30,2012,419,199,16
-0.061619,51.588733,2,31,3,1055,30,2012,427,205,12
-0.099012,51.578284,7,31,3,105,30,2012,473,203,10
-0.110881,51.59835,7,31,3,105,30,2012,322,203,0
-0.072511,51.583787,4,31,3,504,30,2012,313,200,11
-0.10911,51.595803,1,31,3,105,30,2012,316,211,13
-0.10949,51.597068,6,31,3,109,30,2012,305,209,15
-0.092278,51.597779,5,31,4,155,30,2012,312,61,16
-0.086322,51.605505,3,31,5,0,30,2012,429,171,15
-0.104953,51.591599,6,31,3,105,30,2012,426,216,8
-0.08287,51.577752,5,31,3,503,30,2012,415,215,15
-0.069849,51.592106,7,31,3,10,30,2012,463,231,21
-0.070734,51.588254,7,31,3,10,30,2012,310,231,2
-0.071931,51.583867,4,31,3,503,30,2012,313,123,12
-0.098556,51.575399,3,31,3,105,30,2012,323,234,21
-0.072656,51.580372,3,31,3,10,30,2012,428,234,11
-0.070734,51.588254,5,31,3,10,30,2012,310,222,9
-0.10905,51.597241,1,31,3,109,30,2012,305,239,15
-0.133849,51.587566,4,31,3,504,30,2012,311,242,15
-0.14739,51.577619,5,31,4,550,30,2012,307,236,11
-0.110201,51.597349,7,31,3,105,30,2012,305,224,23
-0.124545,51.606662,2,31,3,109,30,2012,422,219,16
-0.068093,51.606286,7,31,3,1010,30,2012,314,238,13
-0.111136,51.599163,5,31,3,105,30,2012,420,243,16
-0.099846,51.582524,6,31,3,105,30,2012,417,251,17
-0.072804,51.580285,3,31,3,10,30,2012,428,241,15
-0.072827,51.579745,7,31,3,10,30,2012,423,238,18
-0.124112,51.606655,4,31,3,109,30,2012,422,256,12
-0.080923,51.579429,1,31,4,152,30,2012,88,99,12
-0.07343,51.582543,5,31,3,503,30,2012,418,264,12
-0.096159,51.570594,7,4,3,503,30,2012,101,252,19
-0.109923,51.597075,2,31,3,109,30,2012,305,233,20
-0.080783,51.579336,7,31,3,503,30,2012,88,266,13
-0.072812,51.576688,3,31,3,10,30,2012,320,269,15
-0.133852,51.587476,1,31,3,504,30,2012,311,253,23
-0.068708,51.605397,7,31,5,0,30,2012,425,252,17
-0.109923,51.597075,6,31,3,105,30,2012,305,265,15
-0.110064,51.597167,5,31,3,105,30,2012,305,271,8
-0.072831,51.579656,7,31,3,10,30,2012,423,280,11
-0.124256,51.606657,3,31,3,109,30,2012,422,283,16
-0.061475,51.588731,3,31,3,503,30,2012,427,283,0
-0.124537,51.606842,1,31,3,109,30,2012,422,274,13
-0.092415,51.597961,4,31,3,109,30,2012,312,291,19
-0.110068,51.597077,7,31,3,105,30,2012,305,294,19
-0.104784,51.564439,1,3,3,1201,30,2012,84,267,13
-0.109102,51.595983,6,31,3,105,30,2012,316,293,19
-0.068136,51.598463,1,31,3,1010,30,2012,421,302,20
-0.069849,51.592106,5,31,3,10,30,2012,463,306,17
-0.104813,51.591507,6,31,3,105,30,2012,426,314,14
-0.082726,51.577749,7,31,3,503,30,2012,415,315,15
-0.098415,51.575307,7,31,3,105,30,2012,323,315,4
-0.072831,51.579656,7,31,3,10,30,2012,423,322,16
-0.099713,51.582252,1,31,3,105,30,2012,417,323,19
-0.069636,51.593722,3,31,3,10,30,2012,419,325,20
-0.069633,51.593811,6,31,3,1010,30,2012,419,328,13
-0.069477,51.594079,4,31,3,1010,30,2012,419,312,16
-0.110064,51.597167,5,31,3,105,30,2012,305,327,23
-0.109923,51.597075,1,31,3,105,30,2012,305,330,19
-0.085893,51.605409,4,31,5,0,30,2012,429,326,12
-0.107476,51.593439,7,31,3,105,30,2012,315,273,14
-0.14739,51.577619,3,31,3,1,30,2012,307,339,22
-0.147386,51.577709,7,31,4,550,30,2012,307,343,8
-0.147386,51.577709,7,31,4,550,30,2012,307,343,5
-0.109923,51.597075,7,31,3,105,30,2012,305,350,2
-0.133849,51.587566,5,31,3,504,30,2012,311,355,17
-0.098493,51.587268,4,31,5,0,30,2012,424,361,17
-0.069629,51.593901,2,31,3,10,30,2012,419,345,11
-0.14753,51.577711,1,31,3,1,30,2012,307,337,20
-0.252899,51.487064,6,25,3,4,30,2012,344,6,22
-0.120028,51.376555,7,20,3,23,30,2012,430,21,19
-0.105604,51.381359,1,20,3,235,30,2012,438,15,12
-0.121387,51.38548,7,20,3,236,30,2012,433,28,8
-0.088676,51.380634,6,20,3,222,30,2012,431,27,18
-0.111406,51.387028,4,20,5,0,30,2012,432,32,20
-0.111115,51.387114,3,20,3,235,30,2012,432,45,13
-0.120959,51.385383,5,20,3,23,30,2012,433,47,20
-0.116921,51.35771,5,20,3,23,30,2012,434,40,12
-0.118349,51.364928,6,20,3,23,30,2012,444,69,16
-0.139197,51.318407,6,20,3,237,30,2012,435,62,9
-0.096752,51.386881,2,20,3,213,30,2012,442,44,16
-0.096763,51.386611,7,20,3,212,30,2012,442,91,12
-0.120956,51.406517,6,20,3,23,30,2012,436,90,20
-0.120956,51.406517,3,20,3,23,30,2012,436,94,13
-0.092039,51.413783,6,20,5,0,30,2012,437,118,9
-0.116634,51.357706,6,20,6,0,30,2012,434,83,23
-0.119884,51.376553,6,20,3,23,30,2012,430,139,11
-0.119107,51.367458,6,20,3,23,30,2012,440,146,15
-0.139194,51.318497,5,20,3,237,30,2012,435,152,9
-0.120959,51.406427,7,20,3,23,30,2012,436,140,4
-0.105755,51.381182,1,20,3,235,30,2012,438,134,21
-0.121243,51.406521,3,20,6,0,30,2012,436,143,17
-0.070521,51.40228,4,20,3,213,30,2012,439,165,9
-0.11588,51.397082,1,20,3,23,30,2012,443,169,17
-0.105618,51.381,3,20,3,235,30,2012,438,192,12
-0.1191,51.367637,7,20,3,23,30,2012,440,154,18
-0.139197,51.318407,1,20,3,237,30,2012,435,162,19
-0.120956,51.406517,1,20,3,23,30,2012,436,197,23
-0.070521,51.40228,6,20,3,213,30,2012,439,202,11
-0.088676,51.380634,7,20,3,222,30,2012,431,196,18
-0.088533,51.380632,6,20,3,222,30,2012,431,195,8
-0.119104,51.367548,1,20,3,23,30,2012,440,204,9
-0.116343,51.357791,2,20,3,23,30,2012,434,205,16
-0.105615,51.381089,2,20,3,235,30,2012,438,212,17
-0.121239,51.385568,6,20,3,23,30,2012,433,209,18
-0.123484,51.411503,4,20,3,23,30,2012,318,214,9
-0.116992,51.338466,5,20,3,23,30,2012,441,215,6
-0.139194,51.318497,6,20,3,237,30,2012,435,216,22
-0.096461,51.386966,5,20,3,212,30,2012,442,215,13
-0.120952,51.385563,6,20,3,23,30,2012,433,216,19
-0.120956,51.385473,6,20,3,23,30,2012,433,223,19
-0.120816,51.385381,7,20,3,23,30,2012,433,224,11
-0.092047,51.413603,5,20,3,215,30,2012,437,229,21
-0.115876,51.397172,1,20,3,23,30,2012,443,225,14
-0.096457,51.387056,6,20,3,213,30,2012,442,230,12
-0.120956,51.406517,5,20,3,23,30,2012,436,236,16
-0.105615,51.381089,7,20,3,235,30,2012,438,231,22
-0.116996,51.338377,2,20,3,23,30,2012,441,240,11
-0.11836,51.364658,4,20,4,271,30,2012,444,228,10
-0.096457,51.387056,6,20,3,212,30,2012,442,251,17
-0.118217,51.364656,6,20,4,275,30,2012,444,244,13
-0.120028,51.376555,5,20,3,23,30,2012,430,243,10
-0.12348,51.411593,5,20,3,23,30,2012,318,243,17
-0.115872,51.397262,3,20,3,23,30,2012,443,269,16
-0.12348,51.411593,7,20,3,23,30,2012,318,273,10
-0.111115,51.387114,3,20,3,235,30,2012,432,290,19
-0.092047,51.413603,5,20,3,215,20,2012,437,278,7
-0.088533,51.380632,4,20,3,222,30,2012,431,277,8
-0.115872,51.397262,1,20,3,23,30,2012,443,267,12
-0.070963,51.402017,7,20,3,213,30,2012,439,301,10
-0.088676,51.380634,6,20,3,222,30,2012,431,272,9
-0.119387,51.367642,4,20,3,232,30,2012,440,291,12
-0.070668,51.402192,6,20,3,213,30,2012,439,300,9
-0.105618,51.381,1,20,3,235,30,2012,438,302,13
-0.121099,51.406519,6,20,3,23,30,2012,436,272,8
-0.116992,51.338466,5,20,3,235,30,2012,441,292,9
-0.139337,51.3185,1,20,3,237,30,2012,435,316,18
-0.139337,51.3185,1,20,3,237,30,2012,435,337,3
-0.088533,51.380632,7,20,3,222,30,2012,431,336,10
-0.119387,51.367642,5,20,3,232,30,2012,440,327,8
-0.120956,51.406517,2,20,6,0,30,2012,436,352,16
-0.116921,51.35771,6,20,3,23,30,2012,434,328,13
-0.190433,51.383959,4,21,3,217,30,2012,445,18,18
-0.200845,51.378634,5,21,3,217,40,2012,325,40,19
-0.153881,51.367291,5,21,3,237,30,2012,446,33,18
-0.154025,51.367294,1,21,3,232,30,2012,446,57,9
-0.154025,51.367294,7,21,3,232,30,2012,446,49,23
-0.153881,51.367291,5,21,3,232,30,2012,446,61,16
-0.149258,51.357236,1,21,4,271,30,2012,447,71,14
-0.190422,51.384229,4,21,4,278,30,2012,445,4,13
-0.200845,51.378634,7,21,4,279,30,2012,325,77,19
-0.19072,51.383963,5,21,3,217,40,2012,445,82,9
-0.190149,51.383865,5,21,4,278,30,2012,445,103,13
-0.149409,51.357059,3,21,3,237,30,2012,447,192,17
-0.200695,51.378811,7,21,3,217,30,2012,325,252,16
-0.153881,51.367291,6,21,3,232,30,2012,446,251,18
-0.149258,51.357236,6,21,4,271,30,2012,447,230,21
-0.190296,51.383777,6,21,4,2230,30,2012,445,258,19
-0.200845,51.378634,3,21,3,217,30,2012,325,332,10
-0.154028,51.367204,7,21,3,237,30,2012,446,336,17
0.029354,51.449874,4,6,3,205,30,2012,262,291,18
0.015714,51.473491,3,6,3,2,30,2012,263,318,7
0.029646,51.449959,6,6,3,20,40,2012,262,349,20
-0.015417,51.472853,5,6,3,2,30,2012,251,355,16
0.107945,51.462516,5,18,3,209,30,2012,265,5,20
0.107937,51.462336,3,18,3,207,30,2012,265,38,8
0.123652,51.459714,3,18,3,207,30,2012,266,66,12
0.123935,51.459619,4,18,3,207,30,2012,266,74,20
0.123791,51.459622,1,18,3,207,30,2012,266,92,21
0.107941,51.462426,3,18,3,207,30,2012,265,143,1
0.108081,51.462334,5,18,3,207,30,2012,265,208,11
0.123364,51.459719,4,18,3,207,30,2012,266,256,16
-0.163939,51.585973,2,30,3,1000,30,2012,267,9,0
-0.203595,51.561407,7,30,3,41,40,2012,268,7,18
-0.254817,51.621531,1,30,3,1,30,2012,280,8,15
-0.198002,51.597022,6,30,3,504,30,2012,269,20,20
-0.195537,51.571805,6,30,3,598,30,2012,270,6,14
-0.203883,51.561412,3,30,3,41,40,2012,268,38,10
-0.163799,51.58588,1,30,3,1000,30,2012,267,43,11
-0.203743,51.56132,6,30,3,41,40,2012,268,13,20
-0.215305,51.575524,6,30,3,41,30,2012,271,48,13
-0.235646,51.60182,7,30,3,1,30,2012,215,42,7
-0.211951,51.59112,6,30,3,1,50,2012,272,55,18
-0.274182,51.621367,1,30,3,41,30,2012,273,57,16
-0.19613,51.589619,5,30,3,406,40,2012,274,47,13
-0.215442,51.575706,3,30,3,41,30,2012,271,38,1
-0.193199,51.601624,2,30,3,598,30,2012,275,72,7
-0.279207,51.61074,2,30,3,5,30,2012,253,72,20
-0.196274,51.589621,4,30,3,406,50,2012,274,53,6
-0.274323,51.621459,5,30,3,41,50,2012,273,47,20
-0.254821,51.621441,1,30,3,1,30,2012,280,71,10
-0.199452,51.58958,7,30,3,406,40,2012,276,84,11
-0.235361,51.601726,6,30,3,1,50,2012,215,83,9
-0.192787,51.590197,2,30,3,406,40,2012,281,86,15
-0.227296,51.58263,3,30,3,41,40,2012,277,87,18
-0.235498,51.601908,5,30,3,1,40,2012,215,82,11
-0.19974,51.589585,6,30,3,406,50,2012,276,83,21
-0.211803,51.591208,6,30,3,1,40,2012,272,76,18
-0.193055,51.601622,1,30,3,598,30,2012,275,85,20
-0.200166,51.589771,3,30,3,406,50,2012,276,101,12
-0.273893,51.621363,3,30,3,41,30,2012,273,94,15
-0.196133,51.589529,4,30,3,406,40,2012,274,109,10
-0.198287,51.597116,7,30,3,504,30,2012,269,105,11
-0.203591,51.561497,7,30,3,41,30,2012,268,84,22
-0.163795,51.58597,7,30,3,1000,30,2012,267,112,12
-0.211921,51.580868,1,30,3,406,30,2012,278,120,8
-0.219013,51.57666,7,30,3,406,40,2012,279,119,17
-0.20031,51.589773,5,30,3,406,40,2012,276,124,13
-0.274471,51.621372,6,30,3,41,40,2012,273,118,8
-0.215601,51.556914,2,28,3,5,30,2012,257,107,7
-0.25468,51.621349,7,30,3,1,50,2012,280,133,12
-0.279059,51.610828,4,30,3,5100,30,2012,253,116,11
-0.192642,51.590195,4,30,3,406,50,2012,281,137,15
-0.19235,51.590281,4,30,3,406,40,2012,281,144,13
-0.195841,51.589615,7,30,3,406,40,2012,274,140,15
-0.219013,51.57666,6,30,3,406,40,2012,279,153,5
-0.227155,51.582538,4,30,3,41,30,2012,277,144,16
-0.198002,51.597022,2,30,3,598,30,2012,269,170,8
-0.215461,51.556822,7,28,3,407,30,2012,257,175,12
-0.199593,51.589672,7,30,3,406,40,2012,276,168,11
-0.203602,51.561228,4,30,3,41,40,2012,268,172,22
-0.163939,51.585973,2,30,3,1000,30,2012,267,184,20
-0.19554,51.571715,2,30,3,598,30,2012,270,184,13
-0.219017,51.57657,4,30,3,406,40,2012,279,179,14
-0.211803,51.591208,5,30,3,1,50,2012,272,180,9
-0.215442,51.575706,6,30,3,41,30,2012,271,174,18
-0.212065,51.580871,7,30,3,502,30,2012,278,182,13
-0.235498,51.601908,3,30,5,0,30,2012,215,185,12
-0.267186,51.600222,1,30,3,5,30,2012,259,183,19
-0.21901,51.57675,4,30,3,406,30,2012,279,200,21
-0.203743,51.56132,7,30,3,41,30,2012,268,203,21
-0.219013,51.57666,1,30,3,406,40,2012,279,211,7
-0.211807,51.591118,7,30,3,1,30,2012,272,217,22
-0.200166,51.589771,6,30,3,406,30,2012,276,202,18
-0.211913,51.581048,3,30,3,406,40,2012,278,213,9
-0.19613,51.589619,7,30,3,406,40,2012,274,238,21
-0.254831,51.621171,1,30,3,1,30,2012,280,239,10
-0.199596,51.589583,2,30,3,406,40,2012,276,233,16
-0.193199,51.601624,5,30,3,598,30,2012,275,243,23
-0.254687,51.621169,4,30,3,1,40,2012,280,242,14
-0.192934,51.59011,3,30,3,406,40,2012,281,248,11
-0.195537,51.571805,4,30,3,598,30,2012,270,249,20
-0.215305,51.575524,6,30,3,41,30,2012,271,258,9
-0.200166,51.589771,3,30,3,406,30,2012,276,255,15
-0.211673,51.590846,6,30,3,1,30,2012,272,258,0
-0.215601,51.556914,5,28,3,5,30,2012,257,271,15
-0.215305,51.575524,3,30,3,41,30,2012,271,276,7
-0.215305,51.575524,2,30,3,41,30,2012,271,268,9
-0.19554,51.571715,4,30,3,598,30,2012,270,291,20
-0.254831,51.621171,6,30,3,1,30,2012,280,293,17
-0.192354,51.590191,5,30,3,406,50,2012,281,299,13
-0.254976,51.621173,5,30,3,1,30,2012,280,320,19
-0.227292,51.58272,7,30,3,41,30,2012,277,315,0
-0.19554,51.571715,3,30,3,598,30,2012,270,332,17
-0.267045,51.60013,4,30,3,5,30,2012,259,326,13
-0.215442,51.575706,1,30,3,41,30,2012,271,323,12
-0.211803,51.591208,4,30,3,1,40,2012,272,319,14
