Longitude,Latitude,Day_of_Week,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Speed_limit,Year,Cluster,Day_of_year,Hour
0.232052,51.598173,7,15,3,12,50,2014,457,249,18
0.212585,51.592787,3,15,3,12,30,2014,162,266,14
0.232196,51.598171,7,15,3,12,50,2014,457,263,11
0.213149,51.592506,5,15,3,12,30,2014,162,247,7
0.169946,51.525146,6,15,3,1306,30,2014,158,269,5
0.212707,51.592335,2,15,3,12,30,2014,160,279,8
0.164697,51.581629,1,15,3,12,30,2014,159,306,10
0.232043,51.597994,1,15,5,0,30,2014,457,313,10
0.212707,51.592335,3,15,3,12,30,2014,160,308,10
0.172865,51.586424,5,15,3,12,50,2014,161,331,6
0.169946,51.525146,6,15,3,1306,30,2014,158,332,22
0.172865,51.586424,7,15,3,12,30,2014,161,298,14
0.213018,51.592778,7,15,3,12,30,2014,162,298,15
0.169946,51.525146,1,15,3,1306,30,2014,158,348,14
0.213149,51.592506,4,15,3,12,30,2014,162,351,18
0.231908,51.598176,4,15,3,12,30,2014,457,351,11
0.213149,51.592506,6,15,3,12,30,2014,162,325,19
0.212589,51.592876,4,15,3,12,30,2014,162,358,12
0.058728,51.520496,6,17,3,117,30,2014,163,10,9
0.029272,51.525866,7,17,3,124,30,2014,167,25,11
-0.005633,51.535368,2,17,3,11,30,2014,165,27,20
0.05872,51.520317,4,17,3,117,30,2014,163,36,17
-0.005785,51.53519,3,17,3,11,30,2014,165,42,10
0.037824,51.530124,1,17,3,124,30,2014,166,40,17
0.029272,51.525866,1,17,3,124,30,2014,167,47,5
0.04754,51.550639,7,17,3,118,30,2014,171,39,20
0.00196,51.540814,7,17,3,11,30,2014,469,11,1
0.037832,51.530304,6,17,4,167,30,2014,166,38,17
0.029272,51.525866,5,17,3,124,30,2014,167,51,22
-0.005641,51.535188,5,17,3,11,30,2014,165,58,14
-0.004445,51.536157,5,17,3,11,30,2014,170,58,15
0.002108,51.540901,5,17,3,112,30,2014,469,65,15
0.058284,51.520234,6,17,3,13,50,2014,163,66,19
0.054245,51.532985,5,17,3,124,30,2014,164,58,22
0.029272,51.525866,2,17,3,124,30,2014,167,69,21
0.059152,51.520309,3,17,3,13,30,2014,163,70,19
0.03768,51.530127,7,17,3,124,30,2014,166,67,20
0.002112,51.540991,6,17,3,11,30,2014,469,3,13
0.054389,51.532983,2,17,3,124,30,2014,164,76,22
-0.005785,51.53519,1,17,3,11,30,2014,165,61,18
0.029416,51.525864,2,17,3,124,30,2014,167,83,18
-0.005789,51.535101,5,17,3,11,30,2014,165,79,21
-0.005645,51.535098,2,17,3,11,30,2014,165,97,19
-0.006062,51.535465,4,17,5,0,30,2014,165,99,17
-0.004445,51.536157,6,17,3,11,30,2014,170,24,9
-0.005785,51.53519,4,17,3,11,30,2014,165,113,17
0.037824,51.530124,4,17,3,124,30,2014,166,113,15
-0.005785,51.53519,5,17,3,11,30,2014,165,114,19
0.008964,51.542673,3,17,3,118,30,2014,169,112,21
0.047532,51.550459,2,17,3,117,30,2014,171,111,2
-0.005645,51.535098,1,17,3,11,30,2014,165,117,16
0.03078,51.546793,2,17,3,118,30,2014,168,132,7
0.02912,51.525689,7,17,3,124,30,2014,167,151,21
0.047247,51.550554,1,17,3,118,30,2014,171,110,1
-0.005637,51.535278,4,17,3,11,30,2014,165,176,18
0.029272,51.525866,1,17,3,124,30,2014,167,145,17
0.037824,51.530124,2,17,3,124,30,2014,166,139,7
-0.005637,51.535278,7,17,3,11,30,2014,165,137,18
-0.005921,51.535373,4,17,5,0,30,2014,165,232,17
0.030924,51.546791,6,17,3,118,30,2014,168,213,11
0.029408,51.525684,1,17,3,112,30,2014,167,236,13
-0.004445,51.536157,3,17,3,11,30,2014,170,189,16
0.031069,51.546788,2,17,4,167,30,2014,168,237,17
-0.005637,51.535278,3,17,3,11,30,2014,165,238,18
-0.004305,51.536065,2,17,3,11,30,2014,170,258,18
0.009252,51.542668,5,17,3,118,30,2014,169,226,23
-0.004445,51.536157,6,17,3,11,30,2014,170,269,12
-0.005641,51.535188,5,17,3,11,30,2014,165,268,23
0.002112,51.540991,5,17,3,112,30,2014,469,282,14
0.037824,51.530124,1,17,3,124,30,2014,166,285,23
0.001816,51.540816,6,17,3,11,30,2014,469,115,11
0.029272,51.525866,4,17,3,124,30,2014,167,267,8
-0.005637,51.535278,2,17,3,11,40,2014,165,307,20
0.002112,51.540991,6,17,3,112,30,2014,469,283,7
0.037824,51.530124,6,17,3,124,30,2014,166,311,6
0.009252,51.542668,7,17,3,118,30,2014,169,312,8
-0.004441,51.536247,6,17,3,11,30,2014,170,318,7
0.047247,51.550554,4,17,3,118,30,2014,171,295,18
0.047396,51.550641,4,17,3,118,30,2014,171,316,20
0.037824,51.530124,2,17,3,124,30,2014,166,349,21
-0.005641,51.535188,5,17,3,11,30,2014,165,289,12
-0.005789,51.535101,6,17,3,11,30,2014,165,339,19
0.093479,51.545871,2,16,5,0,30,2014,172,20,20
0.093615,51.545689,4,16,3,124,30,2014,172,36,13
0.14771,51.561168,3,16,3,1112,30,2014,173,35,8
0.126857,51.531691,5,16,3,13,50,2014,174,79,8
0.141567,51.580885,1,16,3,12,50,2014,154,5,18
0.14785,51.561075,1,16,3,124,30,2014,173,12,0
0.117653,51.532217,7,16,3,13,40,2014,175,39,18
0.127289,51.531683,7,16,3,13,30,2014,174,151,20
0.141283,51.58098,1,16,3,12,30,2014,154,138,23
0.093768,51.545866,5,16,3,124,30,2014,172,156,19
0.147854,51.561165,1,16,3,1112,30,2014,173,159,19
0.093615,51.545689,4,16,3,124,30,2014,172,176,16
0.127302,51.531953,6,16,5,0,30,2014,174,178,8
0.140994,51.580985,2,16,3,12,50,2014,154,153,14
0.117797,51.532215,2,16,3,13,40,2014,175,223,14
0.140986,51.580805,1,16,3,12,50,2014,154,236,17
0.141134,51.580893,7,16,3,12,50,2014,154,249,1
0.117797,51.532215,7,16,3,13,30,2014,175,242,17
0.147837,51.560806,5,16,3,124,30,2014,173,254,14
0.09406,51.54595,4,16,3,124,30,2014,172,267,21
0.141283,51.58098,2,16,3,12,50,2014,154,279,9
0.140994,51.580985,3,16,3,12,50,2014,154,280,12
0.141134,51.580893,6,16,3,12,50,2014,154,311,8
0.093615,51.545689,6,16,3,124,30,2014,172,318,7
0.117797,51.532215,7,16,3,13,50,2014,175,326,9
0.141278,51.58089,6,16,3,12,50,2014,154,318,14
0.093471,51.545691,6,16,3,124,30,2014,172,353,13
0.147837,51.560806,3,16,3,124,30,2014,173,350,10
-0.129141,51.459616,3,9,3,2217,30,2014,196,21,14
-0.124415,51.444972,4,9,3,23,30,2014,187,22,22
-0.124411,51.445062,4,9,3,205,30,2014,187,1,3
-0.11345,51.504958,1,9,3,3200,30,2014,194,26,3
-0.129772,51.465291,3,9,3,3,30,2014,176,21,17
-0.110544,51.48117,6,9,3,23,30,2014,212,17,13
-0.122294,51.472096,4,9,3,203,30,2014,198,29,9
-0.103467,51.478178,5,9,3,202,30,2014,222,30,12
-0.130182,51.423571,5,9,3,23,30,2014,193,30,7
-0.111921,51.461768,7,9,3,2217,30,2014,192,18,1
-0.126902,51.468573,3,9,3,3,30,2014,178,28,9
-0.114728,51.463521,4,9,3,23,30,2014,182,36,18
-0.112065,51.46177,6,9,3,2217,30,2014,192,24,16
-0.111965,51.481642,7,9,3,202,30,2014,195,39,16
-0.11554,51.461286,7,9,3,23,30,2014,177,39,2
-0.150613,51.466161,2,9,3,3036,30,2014,181,34,0
-0.115374,51.461823,3,9,3,23,30,2014,208,42,10
-0.115544,51.461196,4,9,3,23,30,2014,177,43,19
-0.120008,51.454164,3,9,3,23,30,2014,211,49,20
-0.122619,51.450159,2,9,3,23,30,2014,207,41,20
-0.114883,51.463254,3,9,3,23,30,2014,186,49,12
-0.110688,51.481172,5,9,3,23,30,2014,212,51,9
-0.11099,51.480817,4,9,3,23,30,2014,212,50,9
-0.129776,51.465201,3,9,3,3,30,2014,176,42,7
-0.133011,51.463544,3,9,3,3,30,2014,205,56,8
-0.125416,51.469718,1,9,3,3,30,2014,191,33,10
-0.112169,51.4767,5,9,5,0,30,2014,200,58,21
-0.130182,51.423571,5,9,3,23,30,2014,193,58,10
-0.123526,51.449094,1,9,3,23,30,2014,184,61,0
-0.130185,51.423481,2,9,3,23,30,2014,193,62,7
-0.119082,51.455678,6,9,3,23,30,2014,202,59,18
-0.129251,51.432279,1,9,3,23,30,2014,179,61,18
-0.127043,51.468665,7,9,3,3,30,2014,178,130,17
-0.113591,51.50505,2,9,3,301,30,2014,194,69,18
-0.131399,51.464238,5,9,3,3,30,2014,190,72,17
-0.119233,51.4555,7,9,3,23,30,2014,202,81,10
-0.119856,51.454341,5,9,3,23,30,2014,211,65,12
-0.10645,51.440906,5,9,3,205,30,2014,197,79,21
-0.119853,51.454431,7,9,3,23,30,2014,211,81,22
-0.123674,51.449007,5,9,3,23,30,2014,184,79,23
-0.111921,51.461768,7,9,4,223,30,2014,192,67,2
-0.129258,51.4321,6,9,3,23,30,2014,179,17,16
-0.115691,51.461109,3,9,3,23,30,2014,177,14,21
-0.115835,51.461111,1,9,3,2217,30,2014,177,5,13
-0.125416,51.469718,4,9,3,3,30,2014,191,15,7
-0.129262,51.43201,7,9,3,23,30,2014,179,11,18
-0.130182,51.423571,1,9,3,23,30,2014,193,5,14
-0.114248,51.464683,4,9,3,23,30,2014,183,8,19
-0.135932,51.462512,7,9,3,3,30,2014,204,74,22
-0.125556,51.46981,7,9,3,3,30,2014,191,88,7
-0.136368,51.462429,4,9,3,3,30,2014,204,92,17
-0.130661,51.464676,2,9,3,3,30,2014,199,97,10
-0.124275,51.44488,4,9,3,205,30,2014,187,92,13
-0.129621,51.465469,3,9,3,3,30,2014,176,98,7
-0.129409,51.431922,7,9,3,23,30,2014,179,95,16
-0.119233,51.4555,1,9,3,23,30,2014,202,96,4
-0.12865,51.432899,3,9,3,23,30,2014,180,84,12
-0.115824,51.461381,2,9,3,23,30,2014,177,104,15
-0.11099,51.480817,4,9,3,23,30,2014,212,106,15
-0.126402,51.484302,7,9,3,3036,30,2014,185,109,11
-0.128654,51.432809,4,9,3,23,30,2014,180,92,22
-0.11331,51.504865,1,9,3,3200,30,2014,194,103,22
-0.146353,51.454044,3,9,3,24,30,2014,203,105,16
-0.119233,51.4555,6,9,3,23,30,2014,202,115,13
-0.129625,51.465379,2,9,3,3,30,2014,176,118,16
-0.117162,51.498812,6,9,3,3036,30,2014,458,115,18
-0.126402,51.484302,7,9,3,3036,30,2014,185,116,0
-0.115979,51.461113,2,9,3,23,30,2014,177,118,10
-0.129265,51.43192,5,9,3,23,30,2014,179,121,15
-0.129281,51.459708,1,9,3,2217,30,2014,196,110,22
-0.12851,51.432807,4,9,6,0,30,2014,180,127,1
-0.112065,51.46177,1,9,3,2217,30,2014,192,124,23
-0.111406,51.488198,7,9,3,23,30,2014,214,130,21
-0.114097,51.46486,1,9,3,23,30,2014,183,131,23
-0.12353,51.449004,2,9,3,23,30,2014,184,132,15
-0.128502,51.432987,5,9,3,23,30,2014,180,128,16
-0.115983,51.461024,6,9,3,23,30,2014,177,136,17
-0.114721,51.463701,6,9,3,23,30,2014,182,136,17
-0.126899,51.468663,3,9,3,3,30,2014,178,140,8
-0.150613,51.466161,1,9,3,3216,30,2014,181,145,19
-0.136371,51.462339,3,9,3,3,30,2014,204,105,17
-0.137537,51.461998,6,9,3,3,30,2014,189,143,5
-0.117007,51.499079,3,9,3,3036,30,2014,458,133,16
-0.126546,51.484304,7,9,3,3036,30,2014,185,151,15
-0.124411,51.445062,5,9,3,23,30,2014,187,149,22
-0.115219,51.46209,2,9,3,23,30,2014,208,34,8
-0.13608,51.462424,4,9,3,3,30,2014,204,155,8
-0.123371,51.449362,4,9,3,23,30,2014,184,155,9
-0.122921,51.449804,2,9,3,23,30,2014,207,160,11
-0.116123,51.461116,6,9,3,2217,30,2014,177,157,23
-0.132572,51.463717,7,9,3,3,30,2014,205,158,11
-0.124562,51.444884,2,9,3,23,30,2014,187,104,21
-0.12556,51.46972,6,9,3,3,30,2014,191,164,18
-0.114717,51.463791,6,9,3,23,30,2014,182,164,13
-0.126899,51.468663,7,9,3,3,30,2014,178,158,14
-0.122918,51.449894,3,9,3,23,30,2014,207,168,18
-0.119853,51.454431,3,9,3,23,30,2014,211,168,14
-0.123379,51.449182,5,9,3,23,30,2014,184,177,17
-0.114887,51.463164,6,9,3,23,30,2014,186,171,9
-0.115669,51.461648,2,9,3,23,30,2014,208,174,0
-0.130517,51.464674,4,9,3,3,30,2014,199,162,22
-0.125268,51.469806,6,9,3,3,30,2014,191,178,20
-0.136224,51.462426,6,9,3,3,30,2014,204,185,19
-0.10631,51.440814,6,9,3,215,30,2014,197,192,15
-0.119082,51.455678,6,9,3,23,30,2014,202,192,14
-0.110695,51.480992,3,9,3,23,30,2014,212,189,10
-0.112604,51.476617,6,9,3,23,30,2014,200,192,20
-0.110832,51.481174,2,9,3,23,30,2014,212,195,23
-0.111921,51.461768,3,9,3,2217,30,2014,192,196,4
-0.110404,51.481078,2,9,3,202,30,2014,212,202,16
-0.111546,51.48829,3,9,3,3204,30,2014,214,189,16
-0.128506,51.432897,3,9,3,23,30,2014,180,203,16
-0.128654,51.432809,3,9,3,23,30,2014,180,203,15
-0.114676,51.46478,2,9,3,203,30,2014,183,209,7
-0.150613,51.466161,6,9,3,3216,30,2014,181,199,20
-0.122283,51.472366,3,9,3,3,30,2014,198,203,16
-0.117014,51.4989,3,9,3,3036,30,2014,458,210,8
-0.110548,51.48108,6,9,3,202,30,2014,212,199,19
-0.114403,51.464415,5,9,3,23,30,2014,183,205,18
-0.12865,51.432899,3,9,3,23,30,2014,180,210,21
-0.124691,51.445246,2,9,3,205,30,2014,187,216,7
-0.126899,51.468663,7,9,3,3,30,2014,178,214,18
-0.112381,51.482009,3,9,3,202,30,2014,195,217,10
-0.131399,51.464238,7,9,3,3,30,2014,190,214,17
-0.119237,51.45541,1,9,3,23,30,2014,202,215,14
-0.111921,51.461768,6,9,3,2217,30,2014,192,199,18
-0.112533,51.481831,7,9,3,3,30,2014,195,221,13
-0.113946,51.465038,1,9,3,23,30,2014,183,222,19
-0.115979,51.461113,7,9,3,2217,30,2014,177,228,16
-0.122763,51.450161,7,9,3,23,30,2014,207,221,13
-0.12851,51.432807,4,9,3,23,30,2014,180,232,9
-0.117158,51.498902,4,9,3,3036,30,2014,458,232,14
-0.114097,51.46486,4,9,3,23,30,2014,183,232,13
-0.128506,51.432897,6,9,3,23,30,2014,180,241,13
-0.110994,51.480727,4,9,3,23,30,2014,212,239,12
-0.116138,51.460756,2,9,3,23,30,2014,177,244,11
-0.106303,51.440994,6,9,3,215,30,2014,197,234,16
-0.136224,51.462426,4,9,3,3,30,2014,204,239,11
-0.122778,51.449802,1,9,3,23,30,2014,207,229,19
-0.126899,51.468663,2,9,3,3,30,2014,178,251,19
-0.129114,51.432097,6,9,3,23,30,2014,179,248,14
-0.132864,51.463632,7,9,3,3,30,2014,205,249,10
-0.119237,51.45541,1,9,3,23,30,2014,202,250,12
-0.129628,51.465289,5,9,3,3,30,2014,176,240,3
-0.106307,51.440904,4,9,3,215,30,2014,197,190,8
-0.150469,51.466159,3,9,3,3036,30,2014,181,252,21
-0.115987,51.460934,6,9,3,23,30,2014,177,248,16
-0.126899,51.468663,3,9,3,3,30,2014,178,245,13
-0.129141,51.459616,1,9,3,2217,30,2014,196,236,21
-0.12556,51.46972,7,9,3,3,30,2014,191,256,5
-0.131104,51.464413,3,9,3,3,30,2014,190,245,8
-0.114097,51.46486,5,9,3,23,30,2014,183,254,18
-0.116289,51.460579,7,9,3,23,30,2014,177,256,12
-0.122763,51.450161,2,9,3,23,30,2014,207,258,9
-0.137976,51.461825,3,9,3,3,30,2014,189,259,10
-0.124411,51.445062,5,9,3,23,30,2014,187,261,22
-0.100069,51.476774,7,9,3,202,30,2014,209,263,13
-0.13272,51.46363,6,9,3,3,30,2014,205,255,16
-0.136515,51.462341,5,9,3,3,30,2014,204,261,17
-0.137389,51.462085,4,9,3,3,30,2014,189,267,10
-0.126693,51.484217,1,9,3,3036,30,2014,185,264,21
-0.128997,51.459613,4,9,3,2217,30,2014,196,267,9
-0.123677,51.448917,3,9,3,23,30,2014,184,273,22
-0.112464,51.476525,4,9,3,23,30,2014,200,267,22
-0.11551,51.462005,2,9,3,23,30,2014,208,265,15
-0.123677,51.448917,6,9,3,23,30,2014,184,269,19
-0.115669,51.461648,3,9,3,23,30,2014,208,280,10
-0.129137,51.459706,1,9,3,2217,30,2014,196,278,17
-0.122921,51.449804,5,9,3,23,30,2014,207,282,17
-0.12701,51.437819,2,9,3,23,30,2014,201,286,20
-0.110548,51.48108,2,9,3,202,30,2014,212,286,23
-0.146788,51.453961,3,9,3,24,30,2014,203,273,7
-0.122778,51.449802,3,9,3,23,30,2014,207,287,11
-0.112453,51.476794,1,9,3,23,30,2014,200,292,21
-0.137976,51.461825,6,9,3,3,30,2014,189,311,8
-0.119856,51.454341,7,9,3,23,30,2014,211,291,1
-0.128993,51.459703,7,9,3,2217,30,2014,196,298,15
-0.137685,51.46191,4,9,3,3,30,2014,189,274,14
-0.126258,51.4843,4,9,3,3205,30,2014,185,295,11
-0.114577,51.463699,3,9,3,23,30,2014,182,273,14
-0.115987,51.460934,2,9,3,23,30,2014,177,293,14
-0.130514,51.464763,6,9,3,3,30,2014,199,290,8
-0.103611,51.47818,2,9,3,202,30,2014,222,300,9
-0.130182,51.423571,3,9,3,23,30,2014,193,301,8
-0.130514,51.464763,1,9,3,3,30,2014,199,299,21
-0.131104,51.464413,2,9,3,3,30,2014,190,293,18
-0.126258,51.4843,7,9,3,3205,30,2014,185,298,5
-0.114721,51.463701,5,9,3,23,30,2014,182,296,6
-0.122763,51.450161,1,9,3,23,30,2014,207,306,19
-0.129428,51.45962,7,9,3,2217,30,2014,196,312,21
-0.124411,51.445062,4,9,3,205,30,2014,187,316,22
-0.126899,51.468663,2,9,3,3,30,2014,178,300,8
-0.114721,51.463701,6,9,3,23,30,2014,182,297,0
-0.122763,51.450161,4,9,3,23,30,2014,207,309,20
-0.1126,51.476707,7,9,3,23,30,2014,200,312,18
-0.122763,51.450161,4,9,3,23,30,2014,207,316,7
-0.131543,51.46424,1,9,3,3,30,2014,190,313,15
-0.115846,51.460842,2,9,3,23,30,2014,177,314,18
-0.124275,51.44488,3,9,3,23,30,2014,187,308,11
-0.130182,51.423571,3,9,3,23,30,2014,193,315,9
-0.1144,51.464505,7,9,3,23,30,2014,183,312,3
-0.130517,51.464674,6,9,3,3,30,2014,199,318,19
-0.133007,51.463634,7,9,3,3,30,2014,205,319,3
-0.136371,51.462339,3,9,3,3,30,2014,204,315,14
-0.112537,51.481742,6,9,3,3,30,2014,195,318,18
-0.122766,51.450071,2,9,3,23,30,2014,207,321,8
-0.112533,51.481831,3,9,3,202,30,2014,195,322,6
-0.106738,51.440911,5,9,3,205,30,2014,197,331,17
-0.124691,51.445246,6,9,3,205,30,2014,187,325,16
-0.114566,51.463968,6,9,3,23,30,2014,182,332,14
-0.122763,51.450161,5,9,3,23,30,2014,207,324,8
-0.100069,51.476774,3,9,3,202,30,2014,209,336,8
-0.131252,51.464326,3,9,3,3,30,2014,190,336,15
-0.124264,51.445149,4,9,3,23,30,2014,187,323,11
-0.113447,51.505047,2,9,3,3200,30,2014,194,335,13
-0.122435,51.472188,4,9,3,203,30,2014,198,337,3
-0.136224,51.462426,5,9,3,3,30,2014,204,338,7
-0.111394,51.488468,6,9,3,23,30,2014,214,339,18
-0.115518,51.461826,7,9,3,23,30,2014,208,340,13
-0.130182,51.423571,6,9,3,23,30,2014,193,339,10
-0.128654,51.432809,6,9,3,23,30,2014,180,339,12
-0.130182,51.423571,6,9,3,23,30,2014,193,346,7
-0.130661,51.464676,4,9,3,3,30,2014,199,330,7
-0.126899,51.468663,3,9,3,3,30,2014,178,350,21
-0.146353,51.454044,6,9,3,24,30,2014,203,346,19
-0.122619,51.450159,5,9,3,23,30,2014,207,352,18
-0.129262,51.43201,3,9,3,23,30,2014,179,336,16
-0.128654,51.432809,3,9,3,23,30,2014,180,350,10
-0.1144,51.464505,3,9,3,23,30,2014,183,336,9
-0.112533,51.481831,5,9,3,3,30,2014,195,233,11
-0.12701,51.437819,6,9,3,23,30,2014,201,360,16
-0.10092,51.494414,2,8,3,3,30,2014,220,13,6
-0.077713,51.474161,7,8,3,202,30,2014,216,25,20
-0.076559,51.487901,1,8,4,214,30,2014,219,33,19
-0.089672,51.505022,5,8,3,3,30,2014,229,16,9
-0.094082,51.478745,7,8,3,215,30,2014,234,32,2
-0.095719,51.487854,7,8,3,215,30,2014,459,46,12
-0.078241,51.489008,6,8,3,2,30,2014,321,31,17
-0.093153,51.494108,1,8,3,201,30,2014,235,47,21
-0.100909,51.494683,7,8,3,3,30,2014,220,46,13
-0.100023,51.495208,5,8,3,3,30,2014,226,51,18
-0.102616,51.491743,7,8,3,3,30,2014,206,53,21
-0.099368,51.497086,4,8,3,3,30,2014,232,50,19
-0.092865,51.494103,1,8,3,201,30,2014,235,47,20
-0.101766,51.477521,7,9,3,202,30,2014,213,53,15
-0.077713,51.474161,1,8,3,202,30,2014,216,54,20
-0.104488,51.498698,4,8,3,3202,30,2014,460,57,18
-0.093126,51.474053,5,8,3,215,30,2014,221,37,14
-0.077282,51.474154,4,8,3,202,30,2014,216,64,16
-0.103747,51.478362,5,9,3,202,30,2014,222,65,17
-0.093072,51.471894,6,8,3,215,30,2014,210,59,17
-0.097663,51.475746,6,8,3,202,30,2014,231,38,0
-0.101626,51.477429,7,9,3,202,30,2014,213,74,14
-0.070608,51.485555,1,8,3,2,30,2014,224,68,17
-0.09313,51.473963,5,8,3,202,30,2014,221,9,18
-0.102616,51.491743,4,8,3,3,30,2014,206,50,7
-0.052565,51.472937,3,7,3,202,30,2014,223,77,18
-0.076415,51.487899,3,8,3,2,30,2014,219,70,15
-0.094226,51.478747,4,8,3,215,30,2014,234,78,16
-0.099368,51.497086,6,8,3,3,30,2014,232,80,19
-0.088478,51.505992,3,8,3,3,30,2014,230,14,18
-0.099516,51.496999,2,8,3,3,30,2014,232,41,12
-0.101482,51.477426,2,9,3,202,30,2014,213,69,17
-0.076548,51.488171,6,8,3,2,30,2014,219,80,9
-0.094222,51.478837,4,8,3,215,30,2014,234,1,2
-0.093156,51.500942,4,8,4,202,30,2014,228,85,18
-0.101189,51.494868,6,8,3,3,30,2014,220,87,12
-0.092721,51.494101,7,8,3,201,30,2014,235,95,5
-0.101189,51.494868,5,8,3,3,30,2014,220,100,19
-0.104772,51.498792,5,8,3,201,30,2014,460,100,8
-0.093133,51.473874,3,8,3,202,30,2014,221,105,16
-0.093064,51.472074,2,8,3,215,30,2014,210,104,8
-0.103747,51.478362,3,9,3,202,30,2014,222,112,6
-0.093009,51.494105,4,8,3,201,30,2014,235,113,10
-0.088183,51.506167,6,8,3,3,30,2014,230,115,3
-0.092974,51.474231,4,8,3,215,30,2014,221,99,18
-0.078109,51.488736,7,8,3,2,30,2014,321,102,3
-0.092842,51.473959,7,8,3,202,30,2014,221,123,20
-0.103747,51.478362,2,9,3,202,30,2014,222,118,12
-0.094453,51.494039,7,8,3,201,30,2014,309,88,18
-0.076559,51.487901,6,8,4,214,30,2014,219,115,2
-0.093931,51.478923,7,8,5,0,30,2014,234,123,3
-0.093277,51.473876,4,8,3,215,30,2014,221,120,19
-0.093437,51.501127,2,8,3,3,30,2014,228,132,10
-0.089668,51.505112,7,8,3,3,30,2014,229,123,22
-0.078389,51.488921,3,8,3,2,30,2014,321,105,22
-0.077857,51.474164,5,8,3,202,30,2014,216,135,22
-0.08833,51.506079,4,8,3,3,30,2014,230,99,18
-0.070468,51.485463,3,8,3,2,30,2014,224,140,18
-0.101019,51.495494,5,8,3,201,30,2014,233,142,19
-0.070328,51.485371,6,8,3,2,30,2014,224,150,7
-0.106375,51.487937,5,9,3,3,30,2014,188,128,10
-0.078101,51.488916,5,8,3,2,30,2014,321,156,16
-0.076267,51.487987,5,8,3,2,30,2014,219,156,13
-0.104719,51.503558,7,8,3,201,30,2014,217,158,10
-0.070612,51.485466,5,8,3,2,30,2014,224,156,9
-0.070752,51.485558,6,8,3,2,30,2014,224,157,7
-0.093009,51.494105,4,8,3,201,30,2014,235,155,21
-0.104715,51.503648,1,8,3,201,30,2014,217,159,20
-0.101016,51.495584,2,8,3,3,30,2014,233,160,5
-0.094226,51.478747,3,8,3,215,30,2014,234,168,17
-0.093212,51.471986,5,8,3,215,30,2014,210,135,20
-0.070328,51.485371,6,8,3,2,30,2014,224,136,10
-0.104859,51.50365,6,8,4,300,30,2014,217,143,8
-0.102616,51.491743,2,8,3,3,30,2014,206,139,8
-0.097804,51.475838,6,8,3,202,30,2014,231,164,16
-0.09423,51.478658,5,8,3,215,30,2014,234,177,22
-0.100909,51.494683,3,8,3,3,30,2014,220,168,6
-0.104715,51.503648,5,8,3,201,30,2014,217,177,23
-0.104719,51.503558,7,8,3,201,30,2014,217,179,7
-0.104772,51.498792,4,8,3,201,30,2014,460,120,23
-0.081811,51.496621,5,8,3,100,30,2014,218,128,10
-0.105932,51.4882,5,9,3,3,30,2014,188,149,17
-0.104628,51.49879,4,8,3,3202,30,2014,460,183,8
-0.092725,51.494011,6,8,3,201,30,2014,235,192,7
-0.104715,51.503648,4,8,3,201,30,2014,217,190,16
-0.094219,51.478927,4,8,3,215,30,2014,234,190,0
-0.089376,51.505197,3,8,3,3,30,2014,229,196,20
-0.089963,51.504937,6,8,3,3,30,2014,229,192,6
-0.096656,51.489578,3,8,3,215,30,2014,225,203,11
-0.096523,51.489306,7,8,3,215,30,2014,225,214,14
-0.099925,51.476772,6,9,3,202,30,2014,209,192,18
-0.104571,51.503645,5,8,3,201,30,2014,217,184,7
-0.100913,51.494593,3,8,3,3,30,2014,220,175,7
-0.094021,51.494032,7,8,3,201,30,2014,309,221,15
-0.099368,51.497086,5,8,3,3,30,2014,232,198,14
-0.093208,51.472076,1,8,3,215,30,2014,210,229,1
-0.101189,51.494868,3,8,3,3,30,2014,220,224,8
-0.070752,51.485558,3,8,3,2,30,2014,224,182,8
-0.10276,51.491746,1,8,3,3,30,2014,206,229,19
-0.093296,51.501034,5,8,3,3,30,2014,228,205,12
-0.093293,51.501124,3,8,3,3,30,2014,228,238,19
-0.093122,51.474143,2,8,3,202,30,2014,221,237,18
-0.093133,51.473874,3,8,3,202,30,2014,221,224,20
-0.09931,51.495017,3,8,3,201,30,2014,227,210,13
-0.078101,51.488916,7,8,3,2,30,2014,321,249,4
-0.104916,51.498795,6,8,3,3202,30,2014,460,248,2
-0.095723,51.487765,6,8,3,215,30,2014,459,255,8
-0.100632,51.494409,6,8,3,3,30,2014,220,255,22
-0.093149,51.501122,5,8,3,3,30,2014,228,247,20
-0.078249,51.488828,1,8,3,2,30,2014,321,257,16
-0.093072,51.471894,2,8,3,215,30,2014,210,251,11
-0.094219,51.478927,7,8,3,215,30,2014,234,256,0
-0.104575,51.503555,7,8,3,201,30,2014,217,242,3
-0.077569,51.474159,6,8,3,202,30,2014,216,199,12
-0.081955,51.496623,3,8,3,100,30,2014,218,259,17
-0.102616,51.491743,1,8,3,3,30,2014,206,264,15
-0.100909,51.494683,5,8,3,3,30,2014,220,268,15
-0.093296,51.501034,4,8,3,2,30,2014,228,267,9
-0.103467,51.478178,3,9,3,202,30,2014,222,266,8
-0.093212,51.471986,4,8,3,215,30,2014,210,274,22
-0.110832,51.481174,1,9,3,202,30,2014,212,285,15
-0.099602,51.494932,4,8,3,3,30,2014,227,260,18
-0.100155,51.49548,3,8,3,3,30,2014,226,287,21
-0.101333,51.49487,4,8,3,3,30,2014,220,246,16
